task,country,lga,burden,burden_raw_uncalibrated,ci_lo,ci_hi,population
sw,Nigeria,Kubau,376798.9178945059,374859.97329603095,322209.4769826307,444629.4037045269,408205.458802
sw,Nigeria,Lavun,373926.24657399557,364816.9114537032,268654.74583179224,513948.48249875754,436305.097702
sw,Nigeria,Soba,373872.96665505855,372475.3862521577,333622.3476399748,427025.1444816721,405530.426387
sw,Nigeria,BirninKudu,369451.25730968267,356792.59890433616,318568.3381385271,431317.398253729,445183.058069
sw,Nigeria,Yamaltu/Deba,366811.3873604394,366381.5910832518,291470.8250857144,452150.84251020546,393611.81613500003
sw,Nigeria,KauraNamoda,365655.69644622935,359445.43133624824,287392.2367915091,441236.54209001403,417491.508069
sw,Nigeria,DankoWasagu,365515.84065921855,364870.1526340297,318308.9954449645,414915.9470469964,386069.964091
sw,Nigeria,Ikpoba-Okha,365427.54991075577,325417.8863582017,276775.2138760539,467816.9455140445,583687.164124
sw,Nigeria,KafinHausa,364700.182481756,365850.25855537,308386.6862997585,429271.31392706884,382729.963002
sw,Nigeria,Gwoza,363642.2870473397,364365.7971440101,183373.9513128155,551215.7432887205,404932.980782
sw,Nigeria,JosSouth,360595.3408007253,353376.2800410213,263026.8068280707,457491.5128926337,439726.42273399996
sw,Nigeria,Darazo,356704.99959409476,354070.9492999905,293477.06619983044,427218.37798667623,376688.492096
sw,Nigeria,Jema'a,356602.7388020402,356728.3542498136,289139.7922860647,430148.15148946625,376588.127207
sw,Nigeria,BirninGwari,356052.38298720005,355862.53199945285,300383.0153227737,422615.0698484799,370565.432424
sw,Nigeria,Bungudu,353963.82689907885,354288.86935040564,304029.70018678735,414000.00559625245,378116.949282
sw,Nigeria,Ifo,353840.5302777936,318131.0347155292,273194.21585520584,425640.61398378015,798394.852863
sw,Nigeria,Tsafe,353676.9346119153,351233.87614326185,298258.0643024968,421232.77575157915,376681.194874
sw,Nigeria,Jakusko,351028.24757634505,352588.8618725965,285148.63350092084,431030.09052949166,362789.09996200004
sw,Nigeria,Gwaram,347453.3932447822,345948.5219295094,296676.44451726606,399363.7350503109,376733.687451
sw,Nigeria,BirninKebbi,345923.7852816463,336132.2946000867,257748.73602057085,446645.9243070243,404733.336079
sw,Nigeria,Nsukka,344636.4848400372,334160.59465979214,242620.73914096414,479277.9299887886,437750.322249
sw,Nigeria,Bama,344356.3404197194,345746.62811869726,241688.25782538892,488098.37283191615,360509.086536
sw,Nigeria,Katagum,342714.60461242776,332312.6595657619,279094.2506236241,422383.76750769943,438006.567414
sw,Nigeria,Kachia,339866.6887129202,339946.5018086884,297383.1068605466,390870.4037760227,365528.420949
sw,Nigeria,Damboa,338922.6852812873,339665.1556761554,242397.16500899123,479363.04019621835,354827.246041
sw,Nigeria,SakiWest,337531.3280648705,335389.0948121251,220166.41415393457,475746.0245176396,370336.584151
sw,Nigeria,Anaocha,337050.2289992163,304127.0265607869,267187.3890692747,401258.7973534866,454233.349693
sw,Nigeria,Gwadabawa,335839.704310231,337285.524098088,270580.6512281319,417655.3730068074,349210.911741
sw,Nigeria,Khana,335448.13277751685,314919.3481153794,264278.69638913084,414596.4668466037,425422.61992
sw,Nigeria,Mokwa,334420.5640410076,329583.4611490423,252543.76274286033,436593.65689589485,367161.228498
sw,Nigeria,Ihiala,333234.51681879006,325962.89649586275,257842.30826053623,411941.3962179599,413236.098212
sw,Nigeria,Shiroro,333224.7485818764,333814.95627187646,297560.52228367265,373304.63463902986,351172.944102
sw,Nigeria,Gwale,330811.68708961946,311161.43122431054,200341.88621579274,450383.6147825574,563114.01774
sw,Nigeria,Funakaye,328930.33448505995,327981.81205561874,230913.6977043568,463323.52771824156,354199.500071
sw,Nigeria,Kankara,328401.913021755,326502.0739397849,277181.00609185797,393266.4762100735,358408.124229
sw,Nigeria,Shira,326843.4780724501,326594.1799431135,271778.4642417992,397365.78662135074,350757.472159
sw,Nigeria,Kwande,326779.41396045836,327204.13738736644,281135.3755103875,379859.02937308827,354019.039407
sw,Nigeria,Dala,324627.3058238065,289879.54510961514,256175.4592198256,396684.6477310265,480253.48640399997
sw,Nigeria,Abua/Odual,324460.13050973945,307321.43581620743,195905.568819417,525875.077037017,421281.735947
sw,Nigeria,Gassol,323171.4781788454,322791.6436261041,251593.8671858655,416985.4774784291,348192.898212
sw,Nigeria,VandeIkya,321824.1429486014,320398.75899715186,270036.9675250805,377189.83317915257,349838.168565
sw,Nigeria,Misau,319950.80428211787,313765.3689303576,271878.9759341148,381727.27730482107,386727.23837100004
sw,Nigeria,Mashegu,319822.4053768497,321193.02888573677,271358.6796685184,367235.11846387543,332451.722179
sw,Nigeria,Katsina-Ala,319797.8023104949,320143.6769825418,284697.49455675174,357342.74723152095,334894.58276799996
sw,Nigeria,SouthernIjaw,318768.0311054662,305580.2382039264,260088.31495206984,383235.3416416753,439696.082578
sw,Nigeria,Gada,318318.5063059474,318675.4188481771,262538.4896963891,381906.04078265256,337129.630157
sw,Nigeria,Itas/Gadau,315555.3746858951,315659.7786426587,263472.1722880547,371144.5297341692,332072.201678
sw,Nigeria,Kagarko,315326.91077830794,315456.46449621255,266921.44288091833,375882.17918299546,337386.663225
sw,Nigeria,Ifelodun,314383.583692171,303825.81500634085,251474.78695601426,389053.90103056317,432040.83539200004
sw,Nigeria,Sumaila,313967.3554537722,303613.3116009107,269932.8880215539,368921.84490563045,371622.689019
sw,Nigeria,Ankpa,313098.3093879559,307991.8192490506,240524.06630965866,389795.6679455426,382930.18064800004
sw,Nigeria,Obio/Akpor,311677.79946281237,278767.2592703,252314.28556755884,383082.3519969807,673489.794099
sw,Nigeria,Obi,311088.4898073435,306967.79262800585,246494.1235264892,379997.23124506377,350468.340874
sw,Nigeria,Bichi,310981.2425886582,288586.5048235512,257902.82982569042,378377.84164094884,417932.505535
sw,Nigeria,Ilaje,310512.3839818297,299327.1294258924,238001.56499532255,387754.60967373603,397812.12793099997
sw,Nigeria,Tambuwal,308911.65353654994,310102.4748210668,261107.0854273468,362196.72438996524,321217.193408
sw,Nigeria,Dekina,307912.15361802746,298511.54136155226,254990.8550609375,363160.4491832799,380628.167659
sw,Nigeria,Kauru,303604.18407575745,304319.0956816382,266943.5863229545,342071.7471855002,317212.948531
sw,Nigeria,Makurdi,302508.9671775624,281695.95891244744,220915.762231619,393938.8225908756,422046.251279
sw,Nigeria,UghelliNorth,302361.0123688637,279649.7230829205,234807.7683124813,389551.9971223916,483912.22204799997
sw,Nigeria,Udi,302218.4087358816,291459.9377994734,221451.889235128,389487.46394385956,381887.097547
sw,Nigeria,Dukku,301112.75768068695,302239.30795396416,254100.07393878823,354810.5177276124,309958.927492
sw,Nigeria,Rogo,300547.92653101427,293764.5752456279,255688.97016664673,350312.65426017164,354032.647319
sw,Nigeria,Uyo,300486.5170596626,271370.16345911677,223873.77511727568,387219.76559733954,449733.566185
sw,Nigeria,Wukari,299849.7545846812,298631.2508790538,232519.56516384022,381538.8014622223,336950.021915
sw,Nigeria,Ukum,299038.4963120427,300382.17171402305,253127.60717148785,351519.239422972,313198.885875
sw,Nigeria,Konshisha,298983.880882035,298811.07055749756,260110.55921591652,338044.02730109514,320150.386145
sw,Nigeria,Egor,297554.7130484018,259630.6392272298,191919.82049957436,440570.6052904755,461129.074834
sw,Nigeria,Bagudo,296638.13132993924,295381.8644512711,248788.94523611246,349695.4044642466,315744.630301
sw,Nigeria,Mariga,296127.0883764191,297815.47366525914,267852.23199368594,329028.632048175,303404.691229
sw,Nigeria,Bukkuyum,295323.3859248867,296969.3857198572,260419.2960882053,342881.06457734137,303109.142272
sw,Nigeria,Tafawa-Balewa,294454.0267723776,291700.50924697425,248606.96004032937,344207.0496805079,328938.826221
sw,Nigeria,Ngala,293944.7635037763,295409.27476091555,75553.81381896567,605329.8089845348,347063.863265
sw,Nigeria,Otukpo,293388.1423873696,276967.62171047146,200656.48285086337,390862.593382725,364702.026158
sw,Nigeria,Jahun,292980.1351234449,292439.15636174526,252479.8598328588,347593.1612254977,321467.561051
sw,Nigeria,DawakinKudu,292953.26517534134,285474.640788413,220491.83927680668,378839.7134173761,345565.48618999997
sw,Nigeria,Oredo,292273.29037536524,257529.42785659796,183681.67111912192,422568.0364310089,463871.920146
sw,Nigeria,Igbo-ezeNorth,291847.09024567396,283300.3074416523,231744.62796250678,351923.74789498915,374679.727982
sw,Nigeria,Ekeremor,291799.37036985526,274643.61919575726,233447.49026150253,358079.05093749246,399971.02711
sw,Nigeria,Talata-Mafara,291275.7127719816,292487.61864274845,236135.50627410173,355916.97606654256,306173.90177399997
sw,Nigeria,Ajeromi/Ifelodun,287818.70602200483,267856.8137158111,107812.37729210888,537858.9955230312,787152.093061
sw,Nigeria,Kiru,287579.2652192685,263731.8847769682,244497.61148116406,335424.9046928553,391679.87587499997
sw,Nigeria,Izzi,287192.7060584625,286928.3852404304,257129.58551932682,318400.70078357944,323269.106304
sw,Nigeria,SabonGari,286944.1248446097,265780.86574249045,198878.33859921538,381251.4675684388,413997.31115
sw,Nigeria,Balanga,284986.11806630116,284657.6222078,225017.15497106232,353690.7800205042,305401.012759
sw,Nigeria,Gummi,281334.5698452784,276992.8610278004,222199.82943785356,354971.2682177438,303057.825333
sw,Nigeria,IlorinWest,280519.91545849806,255308.59043858357,227367.11759955075,340929.5410407533,467218.585856
sw,Nigeria,Akoko-Edo,279804.54283942387,267021.6889006774,221238.3789189071,350729.09430779953,370934.554238
sw,Nigeria,AbaSouth,279759.60854455415,247041.74693556718,184912.61069226204,379126.2936602534,489216.91117
sw,Nigeria,DawakinTofa,279245.13878369285,260990.23571576955,225365.90873265004,350489.18624750007,359525.76879999996
sw,Nigeria,TudunWada,279175.9742480472,270933.8944718906,224241.37716623402,340811.2802033085,323427.41786
sw,Nigeria,KadunaSouth,278737.56391205307,251488.70324589548,225697.66448487368,337950.9702104827,594215.336608
sw,Nigeria,Onicha,278248.73688288784,278245.5690468792,230755.37249745894,336910.33622593386,324624.219442
sw,Nigeria,Gabasawa,277544.98180347506,275933.5965847585,213840.73235454308,342069.279817124,308109.685525
sw,Nigeria,Konduga,275943.0016218431,261720.10225527067,158018.79380497153,425524.73906010395,349413.781194
sw,Nigeria,Katsina,275781.7253228349,242120.6282154597,180637.78754057363,364741.2062227949,451996.778452
sw,Nigeria,Baure,275496.06066103943,277173.6207710743,235202.33551473383,317931.76569619833,281689.663861
sw,Nigeria,Maradun,274895.8735157289,275900.09456293494,213436.49818996477,343612.75173319626,284094.323617
sw,Nigeria,Bali,274346.96882380743,274223.44358717056,205914.65489409346,367747.9511045595,294749.511175
sw,Nigeria,Babura,273681.59164163546,273124.3128982379,233681.60574655316,326608.12360059115,292881.81607
sw,Nigeria,Billiri,272968.45961473,270548.0828268106,187529.33392463246,378483.1464263822,296672.29553
sw,Nigeria,Bukuru,272757.93931573496,272842.10228567297,224816.71950713874,327538.22449155303,290211.208183
sw,Nigeria,Edu,272337.19367326825,273024.25010865444,208104.3395639448,347067.20060059486,287880.491543
sw,Nigeria,Kuje,272087.9735002435,272752.5476363281,211807.9985259621,344344.51481729094,285755.948989
sw,Nigeria,Ojo,271542.95346416265,244242.0938468871,186185.11477704032,385075.02649707923,849642.913908
sw,Nigeria,Kwami,271208.04649615963,271617.6263431107,205860.97503685002,343415.10548803135,286066.061592
sw,Nigeria,AhoadaWest,270914.82840053015,255457.37218551818,186957.6568126212,361681.3361640705,343266.824087
sw,Nigeria,Kwali,270028.9418114185,267165.7479373708,199746.993623091,343072.1491624944,292636.042284
sw,Nigeria,Ikwo,269956.9590620332,270158.55580599455,235170.45281799638,302117.15028013126,306862.062719
sw,Nigeria,Dutse,268734.9938185854,254167.75088162348,215452.23687983985,328952.55005693017,358348.721555
sw,Nigeria,Argungu,268316.58917715616,269139.14397037134,194966.8257735355,342941.7207105276,281841.004882
sw,Nigeria,Zaki,266641.46352631884,266712.4604875995,221788.44307532278,314463.66393728554,278432.851188
sw,Nigeria,Potiskum,266191.16560752934,247961.36857879997,135104.01669531656,422194.9604264018,320487.491118
sw,Nigeria,Shendam,265655.72325541213,264221.34532221814,216504.4967540964,325748.9208735171,293415.582605
sw,Nigeria,Rafi,265369.8263306011,265285.7629363022,229075.60991431907,302016.62058994564,276649.850064
sw,Nigeria,Yala,264444.58410238835,261440.76591623802,225398.42501542694,310018.1509174602,296401.763384
sw,Nigeria,Kosofe,261194.0162937221,241052.9791597972,188290.63208704934,329441.7280283088,900184.322142
sw,Nigeria,Guma,260374.3405303017,261207.2750687306,207751.49786895275,325086.14994132373,276571.10025200003
sw,Nigeria,Funtua,260227.39230985736,248506.79731926805,192143.07433324476,352533.62273131456,329469.13703700004
sw,Nigeria,Batsari,260160.38982372815,254711.56030383578,215426.53136336993,310792.5533814013,306378.81505000003
sw,Nigeria,Fufore,260062.89087367422,259769.08290666188,223445.82835899963,303567.12920079665,276718.980844
sw,Nigeria,Andoni,258594.59619873305,245791.14687344545,143659.38922791035,405962.4589894868,325212.449944
sw,Nigeria,Eleme,258384.36422315033,232549.28042466752,148030.44623879276,377621.10682810715,362129.359537
sw,Nigeria,Mushin,258181.39927075125,228485.36812322217,105449.60419649977,509528.4174783618,870391.628973
sw,Nigeria,Magama,257934.57063806456,258005.4549333923,218902.31623495527,310082.44117189123,273457.362575
sw,Nigeria,Ogbaru,256679.05601579798,249888.74192314953,177373.14080236986,347271.3429694203,301450.325211
sw,Nigeria,Karu,256517.54333545401,242257.77342014946,198557.64294356437,314535.93912876677,333936.184987
sw,Nigeria,Dange-Shuni,256498.81836750035,256546.17980673813,202285.8540383372,319274.28938707296,271188.555066
sw,Nigeria,NnewiSouth,256049.63465478513,254816.58808022784,221255.96960300123,286471.2873234801,313210.425504
sw,Nigeria,ArewaDandi,255781.04209359555,257136.9337400852,214433.13013808036,303716.9130609517,264187.100303
sw,Nigeria,Kafur,255549.05942882953,252132.4173464707,221692.60730387922,295283.21649232664,285266.23091
sw,Nigeria,Makoda,254287.51248890144,247952.3878868414,212994.6751069711,300378.8626714617,309901.588611
sw,Nigeria,Faskari,254142.54996712817,253345.61884509152,206268.62340926687,310557.2248643903,279849.587518
sw,Nigeria,Jega,253932.69064071428,245950.89335566084,148608.90485016743,393283.3439442916,283736.828878
sw,Nigeria,KarimLamido,252921.18991957468,253610.02263749653,210484.7260349831,305703.65225598007,272065.803421
sw,Nigeria,Dambatta,251982.50672988655,246292.8492891849,197751.17958674044,319552.0036746346,325436.577736
sw,Nigeria,Qua'anPan,251603.87511610222,248556.0055808561,207171.83043491826,303314.92182380566,278585.447227
sw,Nigeria,Rijau,251221.93227825622,250893.57491131083,211947.80314726804,290599.58199290547,267793.040811
sw,Nigeria,Gezawa,251073.49603709625,237903.84158327596,172030.34067161146,354227.44272918144,414942.121458
sw,Nigeria,Okehi,249493.85251120097,243034.94687778552,135344.8628258772,380145.25347202114,306931.189356
sw,Nigeria,Mbatoli,249047.8451665067,231623.12708264132,220864.6658978569,282506.7520253391,326085.19025600003
sw,Nigeria,KiriKasama,247869.73900535345,249228.25153355362,189866.3095498874,319007.76512105274,259179.66018500002
sw,Nigeria,KadunaNorth,247584.94366978997,230501.57377857354,193565.4101591437,314123.6612919641,447801.870438
sw,Nigeria,IlorinEast,246858.17107057586,225557.4118746042,140914.06296580553,364993.0699127054,361764.127142
sw,Nigeria,Song,246298.45708470064,244230.38729569165,202381.74956570912,294066.3882109267,268448.087771
sw,Nigeria,Birnin-Magaji/Kiyaw,245111.4921833384,246421.19419309564,180779.24197321894,324251.90437331033,254356.906994
sw,Nigeria,Ado-Ekiti,244547.68823366525,205732.4750566595,147201.6638125852,344413.4130440812,434413.391124
sw,Nigeria,Bakura,243782.7815443312,240065.7014767911,184396.85741619492,327486.39081434027,275813.843698
sw,Nigeria,Takai,243749.7689695199,225826.57261636877,204801.1382261625,292932.31969701033,315607.879311
sw,Nigeria,AkureSouth,242961.3196110562,212076.2418913693,169245.01748028447,318667.13336821034,515891.31435
sw,Nigeria,Ikara,242863.54801936512,237715.6874303971,204596.99649301163,285616.53529504186,288748.675974
sw,Nigeria,Maiyama,242646.93083524506,243497.52299672633,196499.04122618726,293532.53731549036,253919.108713
sw,Nigeria,Pankshin,242610.65375723387,243035.94630184947,207074.12176582916,282505.23346931004,259082.458295
sw,Nigeria,Borgu,241583.84495997825,241171.58443413486,199400.5276774776,299888.8404628968,261964.101647
sw,Nigeria,Goronyo,241257.99682211393,241787.14886427153,187482.69832490612,300565.9056852253,256962.503846
sw,Nigeria,IsialaMbano,240481.86285162167,232357.23740244962,182229.39939947028,301658.5888338399,309024.25298
sw,Nigeria,Odigbo,240422.95066292258,223408.2833996376,191581.54306248814,299216.7601024797,329117.49918
sw,Nigeria,Daura,240001.48260000045,224958.4877019864,140122.49437592897,355317.68294903624,334189.996727
sw,Nigeria,Ohafia,239879.03833519158,223227.05290040062,165848.5690514278,330115.8730393928,343246.313058
sw,Nigeria,EnuguEast,239443.40939949037,224576.7927442395,126056.44202835535,389238.65571452223,367778.95282
sw,Nigeria,Ofu,238931.00430531774,235277.968895483,193860.80698753093,287692.55133747624,272183.98122
sw,Nigeria,Akpabuyo,238680.31548156225,225056.35442457825,183499.0227071228,304675.1879896303,321532.466114
sw,Nigeria,Ushongo,237490.57399222726,236973.49545337647,202586.57335629239,283642.0502759427,259551.334913
sw,Nigeria,Ohaukwu,237252.00677454428,237919.6196606001,189777.57929928668,288043.00259710214,270670.527803
sw,Nigeria,IsokoSouth,236679.7394550471,219654.7767163405,176065.7278006116,300951.88378885126,361825.43074
sw,Nigeria,BarkinLadi,236468.71064151678,235370.25927342358,210012.79722429617,267815.1893027481,256350.201716
sw,Nigeria,Adavi,235233.14985384475,220966.4017910034,123969.661794685,365340.99198774714,299661.063796
sw,Nigeria,Safana,234551.25538708316,233589.77901514227,195263.30392815772,278491.8334393669,251413.410764
sw,Nigeria,Ringim,234096.29434147428,229868.21146076298,187599.58689571233,286687.32477196364,272020.251036
sw,Nigeria,Etche,233811.60060844052,214665.19172105668,167124.09354090618,308871.0159033369,369813.050223
sw,Nigeria,Kaura,233455.44939699225,229621.01366814072,178335.92758407292,303095.2510768101,258947.470973
sw,Nigeria,Bodinga,232503.33975149778,231793.80255863394,198210.04312133003,271000.35291704483,244029.286962
sw,Nigeria,Kaita,231941.75325841986,228633.23536139147,192976.34773355222,269917.64886822255,259675.27113999997
sw,Nigeria,SokotoNorth,231773.37924343668,222435.85927254747,135894.14745497677,369883.8430579315,340440.123442
sw,Nigeria,Kaltungo,231476.8865608802,231001.2108744985,191235.71655203,276451.932720791,248400.440172
sw,Nigeria,Maigatari,231116.82838981648,233217.69605406592,183180.4980185369,286375.47120615083,237567.21268
sw,Nigeria,Biu,230998.78440268827,225202.88432423642,154826.23645934105,339198.1707312389,263541.433769
sw,Nigeria,Bokkos,230774.20449344587,228284.7185282933,203627.9893367305,263728.6616946541,254253.212282
sw,Nigeria,UghelliSouth,230557.46106216457,212784.368446439,176126.10269510513,291422.03747724404,329414.925881
sw,Nigeria,OnaAra,230490.27721909145,195748.7053366497,95428.54669982445,379765.0111641549,490689.177753
sw,Nigeria,Iseyin,230206.36386776177,218411.54964672483,142220.29652313585,327805.01713890047,382177.687105
sw,Nigeria,Guyuk,230110.6141957501,230625.6663169239,166261.26829959542,302490.28993158974,245027.018447
sw,Nigeria,Lokoja,229637.6636712135,218912.52089866862,154865.9792737339,308982.1052801402,287549.301189
sw,Nigeria,Ikeja,229353.4886512487,218861.86840629406,146018.06045575868,319282.24130920874,689020.8477129999
sw,Nigeria,Okitipupa,229252.35791575786,207132.37335983408,145588.83766480716,323014.9233679563,337612.51602
sw,Nigeria,Igbo-Etiti,228258.9212750347,225257.96239865336,173583.86128350857,290855.5328872516,285083.14067
sw,Nigeria,GwerEast,228196.16082561613,227303.56816920792,180702.26195862712,275797.4994154799,251917.093173
sw,Nigeria,Eti-Osa,228152.83313956665,203931.89402181294,173323.51581874196,281445.0640462322,459687.890357
sw,Nigeria,Suleja,228086.4458317627,216841.67325445797,136647.1335131506,333140.4026924631,343712.83837
sw,Nigeria,Wurno,226901.4350796746,227439.8503358979,174491.25945262596,283323.05193194415,236060.498066
sw,Nigeria,Bebeji,226359.56214276637,214692.69839864655,185386.11430826515,281699.59893241,291364.292162
sw,Nigeria,Ogba/Egbema/Ndoni,226297.4608853051,204722.55581786775,169943.8732369738,290860.02063100674,388678.004917
sw,Nigeria,Logo,225194.98520431103,225093.33210486275,162281.40617402393,304805.3426997002,236291.570869
sw,Nigeria,Geidam,223365.53490461948,223848.57371557466,155553.56233450206,301765.6316546188,240017.478185
sw,Nigeria,Kiyawa,222847.77246182246,219158.54346374,188752.30228824128,262957.1583475538,249747.925826
sw,Nigeria,OndoWest,222705.21193134497,206797.95474335027,142708.2710706131,325236.9452871656,407825.599379
sw,Nigeria,YolaSouth,222049.16345005072,207662.91656496865,122030.27121014478,376288.8051958482,283060.683584
sw,Nigeria,Paikoro,221975.07392065122,222911.3711616702,188982.14919532454,265893.13497846614,234599.19091200002
sw,Nigeria,Jada,221911.73302373735,222816.07778944672,189130.54740559484,257833.0063140944,231190.134336
sw,Nigeria,Edati,221903.42182041606,222861.38873475604,163629.0057866427,293492.0463890919,229081.18536
sw,Nigeria,EnuguNorth,221389.99376139473,196241.4680638439,124412.29424133107,333875.8308422516,339764.074828
sw,Nigeria,EtsakoWest,221338.82021343498,208022.70942686236,157959.68109961573,298521.0421712302,288702.32149
sw,Nigeria,Ijero,221013.07452427075,195282.43214892468,130032.6637556157,319936.49245135824,330610.148221
sw,Nigeria,Gubio,220729.7457363446,222164.13900311347,179629.37609774416,276322.4725991698,228365.239203
sw,Nigeria,Ado,220295.6742493074,218588.9870421869,181609.44089175196,264864.477877494,253837.952163
sw,Nigeria,EssienUdim,219827.68957962142,214999.92960431447,162232.22385269956,272813.51972899743,280835.399415
sw,Nigeria,Oyi,219487.11122734554,211496.4172492359,137196.47310686557,337488.82228845113,309624.247011
sw,Nigeria,Gaya,217931.29432075284,195315.31874185105,187171.32915700396,251061.00180799945,306530.988919
sw,Nigeria,Minjibir,217893.75381230994,197449.95225240814,166604.44632734157,289130.80299534247,308625.331993
sw,Nigeria,EthiopeEast,217443.14292970952,200449.39072323788,152502.73092923596,288803.47614464647,287564.534111
sw,Nigeria,Wase,217422.78127532484,217880.31222704498,177995.60237861643,259585.144721694,233423.7394
sw,Nigeria,Obubra,217084.85397126098,213519.42038705587,168705.2676942988,263767.6161700713,248076.966673
sw,Nigeria,Sanga,216920.68574006806,217215.2874437121,174977.64374349004,259028.88522690104,231704.844161
sw,Nigeria,Awgu,216843.68335042815,211590.5573294537,166403.0204929748,278225.85950552695,265503.60889699997
sw,Nigeria,Shagari,216310.44101101143,217287.1199987165,169484.15025178296,266370.47243914334,225586.078897
sw,Nigeria,Kanam,216258.3320031364,215758.73902084253,180235.71288669537,257128.90356523418,232268.150458
sw,Nigeria,Wamako,216048.92943243642,202543.606348323,145559.1777561915,309245.14686536556,318082.132498
sw,Nigeria,IjebuNorth,216034.62961891736,202444.53436242574,134285.70113782756,310729.8655660906,416259.29574499995
sw,Nigeria,Gwarzo,215769.65506112063,205014.52561119903,157079.73893795058,296561.12709045754,267142.002661
sw,Nigeria,AkokoSouth-West,215258.94745598672,195920.16296258342,137391.39182439644,316586.3802450745,351788.414478
sw,Nigeria,Jere,215063.15044153715,212945.48916867012,115162.90257741636,357435.7586584817,242512.91996799997
sw,Nigeria,Egbeda,215007.58944141702,189064.87338647796,67834.4913922676,405365.3029685099,437683.948154
sw,Nigeria,IbionoIbom,215006.99675777456,211934.1066507081,160672.88020211042,265931.4055159801,269821.420072
sw,Nigeria,Irepodun,214743.78875833887,199128.86195427625,138149.45660318344,310759.2413669907,368105.760574
sw,Nigeria,Orhionmwon,214069.9872427016,207262.9826741158,163716.94991340666,259980.90724899698,253311.161598
sw,Nigeria,IbadanNorth,214006.41035204782,209151.15282252763,132632.6923757148,331098.6184673641,402140.027734
sw,Nigeria,Batagarawa,213717.70250510363,209140.52110115264,162255.30267167557,275688.3274379648,271070.232645
sw,Nigeria,Baruten,213709.7085512322,213063.78705844702,183879.48032710218,246203.63700713852,226458.913083
sw,Nigeria,Hong,213431.57384083327,211139.71289917926,168197.32776155838,258002.17472599773,239878.770821
sw,Nigeria,CalabarSouth,213100.2153878797,202068.08396686456,71560.78467350667,374520.26612520264,277398.145243
sw,Nigeria,Oju,211956.9769259251,208629.48944155007,162817.51637640863,264906.8725389986,245424.99233799998
sw,Nigeria,Kajola,211784.15919720716,188146.5099296483,108741.47333948807,343689.76198753226,295696.180626
sw,Nigeria,Giade,211645.59904411752,209865.5199517458,177390.7298801322,256702.73901003442,231841.68258
sw,Nigeria,IkaNorth-East,211270.3448005921,198695.8994057423,147138.9781399078,275387.1409635589,272345.217871
sw,Nigeria,YewaNorth,211107.16716648376,199726.72872146234,163668.71965484522,263829.721972232,262843.480674
sw,Nigeria,UmuahiaNorth,210234.84354364156,187429.544707088,157730.35202928647,278311.8856720463,339791.103452
sw,Nigeria,Ganye,209976.54736139826,207124.15514016728,145468.39484385907,280657.8448473605,236027.697716
sw,Nigeria,Gwandu,209976.4423825043,210750.36119622272,155509.4820283284,270331.24575247994,219977.233209
sw,Nigeria,Odukpani,209858.58601476025,205805.62050409245,171678.63982583274,246599.98153297455,255862.76502299999
sw,Nigeria,Zuru,209646.81497162784,204767.0509817539,144360.9422152115,302061.4788251562,243389.326446
sw,Nigeria,Doguwa,209570.82081387477,208234.48904529493,170524.69201287668,249456.624698417,227902.484994
sw,Nigeria,Bunkure,209331.36714402426,201824.61740767738,177272.83061909743,248419.64814539644,255966.542485
sw,Nigeria,MkpatEnin,208676.76487910672,206024.9060560766,171397.1446130014,247507.51898534634,261313.624855
sw,Nigeria,OsisiomaNgwa,208632.36550496877,191740.56124083773,146868.57422765385,274415.183458808,303451.196546
sw,Nigeria,Damban,208158.1409101871,208378.5566527366,155587.63489182325,277197.1684468156,222919.993948
sw,Nigeria,Koko/Besse,208060.64972963702,206588.4322665813,147465.35583337568,281983.95553095144,227363.183066
sw,Nigeria,Kirfi,207639.79059647326,208778.59201708986,177518.27987365177,236802.14890282636,214312.739675
sw,Nigeria,Ifako/Ijaye,207515.3616564556,184230.80667689565,109377.01960968594,318983.0667486907,593164.159538
sw,Nigeria,Okpokwu,207148.0981027777,198336.36111921608,149912.02945716365,261185.273809157,249109.30424199998
sw,Nigeria,Bosso,207127.67400261675,199974.43787394752,160709.7902534782,262225.0090069691,256979.395541
sw,Nigeria,Suru,207008.84470881947,207681.60922313554,151229.31793168635,272997.11862790043,215878.204703
sw,Nigeria,Owo,206603.0437358663,200284.36923569426,154012.69628390681,260265.72196776967,321474.791448
sw,Nigeria,Bende,206211.5786338245,190626.69989836676,155712.46805972923,262603.2021014954,287008.202372
sw,Nigeria,Albasu,206109.75647649536,189032.9985132491,180019.04232705722,237713.53328426045,280794.308503
sw,Nigeria,Oluyole,205894.2772368212,182887.19390180922,125623.85778610889,306415.04369082383,290456.16234
sw,Nigeria,EthiopeWest,205285.9131543444,192544.79059578927,135353.37718033482,290046.28164452227,278578.178174
sw,Nigeria,Gokana,205105.4299529907,184120.7014137022,93911.51420273569,300195.8834087573,302420.085779
sw,Nigeria,Dandi,204684.13858338405,203818.42316941885,154130.01923326837,270968.1389071184,219858.121468
sw,Nigeria,Badagry,204083.17875065104,182808.27302202806,164070.40215841949,244688.1981566362,333178.917472
sw,Nigeria,AhoadaEast,204025.8592605718,190289.14256345513,157013.49766880044,250490.4301727463,286703.507463
sw,Nigeria,EzinihitteMbaise,204023.46874463555,187741.18068866633,140883.37432714505,267795.6215394918,265981.97042100003
sw,Nigeria,Yakurr,203842.66621282903,196825.08006619217,133251.97760586234,278833.9310880078,277718.589583
