task,country,lga,burden,burden_raw_uncalibrated,ci_lo,ci_hi,population
pw,Nigeria,EtsakoWest,157614.75457406192,158891.82056518376,120720.33445577028,201965.40971900878,288702.32149
pw,Nigeria,Bakori,157465.93468415918,156840.3786622017,131898.40298722856,189993.99963564254,211833.58826
pw,Nigeria,Ikom,157436.5986931747,156525.6732355636,112081.72948064518,204385.35544231976,227582.794669
pw,Nigeria,Igalamela-Odolu,157250.80946506193,154072.37980864712,105641.74487750718,213055.5993340248,221082.88979699998
pw,Nigeria,Biase,157135.62030259677,155445.46520314494,119129.73146827299,194941.87616281174,240904.17044400002
pw,Nigeria,Gwiwa,156641.37612360975,159003.9371972378,132535.86221304964,185518.15058726573,190182.02915699998
pw,Nigeria,Koko/Besse,156267.8481169475,155739.9251669942,114876.11440360948,206887.30071655812,227363.183066
pw,Nigeria,Apapa,155884.71287117573,159702.49508921508,68251.20065727057,283875.0133671625,387506.440942
pw,Nigeria,Lokoja,155746.54376525668,153098.6888240069,110103.5063648567,204391.31717363658,287549.301189
pw,Nigeria,NkanuWest,155710.62246429463,153762.17876457373,120486.89975430493,196503.14336503876,228682.317782
pw,Nigeria,IfeEast,155682.792037401,158071.6189085605,121336.37471000965,190622.93970391428,214402.031907
pw,Nigeria,Akinyele,155550.27391263653,145790.01662256458,107938.69851485973,226738.11947895793,335175.21347
pw,Nigeria,EthiopeWest,155535.17839611857,151891.41493118144,100453.36320130486,224764.66459685974,278578.178174
pw,Nigeria,Zango,155188.5554160836,156043.83458321245,128170.95933382282,185128.29301643124,202958.668508
pw,Nigeria,Katcha,155003.8360900535,158067.91218912665,135924.91655274454,176984.91438518546,189389.998349
pw,Nigeria,Degema,154916.91712878665,153628.02618264724,98683.82154070765,219069.2514615659,240280.057767
pw,Nigeria,Agaie,154251.17174498943,156289.7166327169,116371.09926390667,205633.9265066232,191713.446531
pw,Nigeria,IfeSouth,154085.01933462016,152615.11995286893,88280.93117852254,227840.01949579638,229977.037874
pw,Nigeria,Gbako,154052.55641642414,156952.08762805123,127546.3695597298,180953.92461061946,186926.267917
pw,Nigeria,UmuNneochi,153349.8773256779,150655.27303861885,98086.28798722144,207582.47041045118,222044.468472
pw,Nigeria,NasarawaEggon,153116.00226785464,157686.96110170966,126323.00191928563,186178.38797481728,206436.075144
pw,Nigeria,Sagbama,153086.0944103851,148963.8658523274,107074.573698317,212950.04998948745,259749.63204300002
pw,Nigeria,Biriniwa,152958.60057356872,153389.3392862067,131837.35437112532,175552.44481394792,199481.001273
pw,Nigeria,Gwandu,152598.61238671563,151829.76164024093,114571.46950678008,195079.24449361532,219977.233209
pw,Nigeria,Kontagora,152477.86349375913,152590.4770033106,111777.68535920666,199986.28588211784,227927.482192
pw,Nigeria,Shelleng,152217.42761831352,153850.77081738235,126581.91148390566,179298.17730868876,208682.953053
pw,Nigeria,Itesiwaju,151647.803459034,153134.8414631404,106818.52910082442,203526.37466318067,191218.536578
pw,Nigeria,Hong,151545.53608930387,153999.44042206692,126547.21381047042,174283.2468558226,239878.770821
pw,Nigeria,OrumbaSouth,151338.0641095506,151815.86478557822,94937.10685770953,218004.08434313303,234940.811943
pw,Nigeria,Shagari,151147.87009850657,150040.8353315438,115209.35206308837,188496.1247004894,225586.078897
pw,Nigeria,Ikole,151090.8536323652,145197.64804390213,89452.0272198296,233273.76824924158,241567.179929
pw,Nigeria,Wudil,150991.26902207246,152063.49043370303,126111.70924861655,177834.5925324179,278870.629873
pw,Nigeria,Madobi,150631.2998079558,150622.87893624222,124882.94082549824,176951.34887570498,213185.172382
pw,Nigeria,Jaba,150562.65428214558,152256.9420700036,114536.03011773164,191635.3559181939,218341.592629
pw,Nigeria,Ifedore,150371.4454512885,150665.6794945264,87704.92859446642,246247.37508233817,224597.00417600002
pw,Nigeria,Ngor-Okpala,150365.43846612674,146850.41296234584,122393.36963960397,183348.50232754898,238812.557688
pw,Nigeria,Isa,150057.4202755529,148413.7874462235,102026.54298618229,213022.06242112868,219410.929662
pw,Nigeria,Ayamelum,150009.02857643607,151181.36735455546,91000.12010197656,238193.3125324884,212089.556721
pw,Nigeria,Aiyedade,149865.07923510094,144750.42702697145,47420.67867355753,294025.3203704091,218818.50095600003
pw,Nigeria,OrukAnam,149809.3855152357,145564.468433944,127452.9532521036,175358.01778833807,248991.066263
pw,Nigeria,EzzaNorth,149566.72479503258,150682.97043984494,126285.86428187082,175562.50792683227,193395.667091
pw,Nigeria,Sandamu,149496.82644747914,151684.23486041263,115319.23781254306,188158.06677544737,201165.749855
pw,Nigeria,Igbo-Etiti,149257.29199582897,149517.6147822862,117311.62414334243,183128.01920353825,285083.14067
pw,Nigeria,EtsakoEast,149005.44899813962,147769.7572500981,103159.35838154845,201926.2800589802,235787.624934
pw,Nigeria,Magumeri,148934.7631934818,150272.04086271505,126055.91421109696,176562.30344943027,189819.687676
pw,Nigeria,Odo-Otin,148483.10486403407,147098.48614574695,89430.2953822283,218477.98274311007,217261.864262
pw,Nigeria,Donga,148344.41249535387,150012.05071616656,120875.19516973615,177468.2148437126,191677.13817700002
pw,Nigeria,Suru,148255.70942010247,148714.65456482326,112321.63429301113,193877.8103553502,215878.204703
pw,Nigeria,Gubio,148214.6236335068,149320.17244703745,129606.9251536123,168082.04991781188,228365.239203
pw,Nigeria,YagbaWest,148024.56022690595,148991.0605247049,87425.58344872722,219959.41461281636,199485.626408
pw,Nigeria,Kaiama,147766.60594423363,151602.93138073315,126414.53303123935,172321.84825282975,174354.811347
pw,Nigeria,Agege,147703.80656209885,147433.06164820804,139641.85680081474,156689.80621678726,252247.409908
pw,Nigeria,Ibaji,147537.38850357584,148807.44266604012,125494.50788767841,170259.7081075417,191700.618328
pw,Nigeria,Dandi,147482.41638908748,150295.23213002115,115252.10997584704,189360.71899099194,219858.121468
pw,Nigeria,Damban,147323.70213237678,147883.6956231913,110837.60395746701,196269.86152189775,222919.993948
pw,Nigeria,YagbaEast,147020.6665060308,145713.18948760917,94335.39748789181,218321.22013580907,214686.373819
pw,Nigeria,Abaji,146908.12505619967,149840.06440673352,100416.5270066462,212138.7273189902,193754.27206
pw,Nigeria,Askira/Uba,146693.58468193584,148158.40628259425,122432.7612450083,176924.918889207,204773.274379
pw,Nigeria,Katsina,146315.08116568116,147334.33865583697,105645.10709172774,185431.59650232643,451996.778452
pw,Nigeria,Shanga,146177.06463274214,147740.30170760409,105095.70452842205,194697.4584063491,192458.852488
pw,Nigeria,KadunaNorth,146148.77649790948,144193.01809511095,104620.7670226402,191369.17438965227,447801.870438
pw,Nigeria,EzinihitteMbaise,145803.34817176018,138574.28009995463,101400.50521827962,191237.50472478018,265981.97042100003
pw,Nigeria,Okehi,145799.29114394862,145123.19051050014,84991.92956012374,216646.56926263063,306931.189356
pw,Nigeria,Obudu,145790.9836758546,142490.13496830128,101794.02061988477,209179.21945317593,218526.386168
pw,Nigeria,Bosso,145741.49442248774,149471.5165450428,122008.63924644655,175968.17271189473,256979.395541
pw,Nigeria,Ese-Odo,145706.80302051437,143287.355568835,92778.8140981757,209443.96370639186,213986.073987
pw,Nigeria,Shomgom,145369.20571555296,147324.12592604375,103355.58172160944,194448.83286006073,227094.046202
pw,Nigeria,EssienUdim,145351.85078507452,139295.39672804056,107281.48975310201,183735.1976552238,280835.399415
pw,Nigeria,Oriade,145281.71372887425,143300.9971658338,95510.81156576546,201784.60815852636,217137.077738
pw,Nigeria,Dandume,145260.57715431383,143266.92843878578,109888.37041022447,197758.07361189948,207066.761904
pw,Nigeria,Ogbadibo,144200.31262013325,143996.2602444505,114194.32523995574,170166.94822708893,198789.494164
pw,Nigeria,AbeokutaSouth,144187.9731406245,146280.77578789397,112744.90127350386,179947.25081815294,320998.829851
pw,Nigeria,Riyom,144164.07353792703,146759.85172990285,110497.72604535827,180779.3315099951,185678.362837
pw,Nigeria,Kware,143956.11039407857,142067.0218272336,119309.86962148365,169905.10996567566,202949.561729
pw,Nigeria,ObiNgwa,143870.54569383443,143052.48793877164,100424.87214926565,193987.52064412826,289800.916296
pw,Nigeria,Abakaliki,143868.54869015535,142720.76800991915,127935.6032158383,160225.86746038092,213905.562683
pw,Nigeria,SuleTankarkar,143609.78662584053,145700.13620027056,125976.67109379376,165631.1762159529,202713.628452
pw,Nigeria,OwanEast,143526.77746815083,141726.99426287878,98707.23685359475,200625.0854470405,207620.069646
pw,Nigeria,EsanSouth-East,143170.69342855256,140282.04834402702,109364.40695519364,179285.43299913354,214530.634181
pw,Nigeria,Oluyole,143052.26754734604,141733.97350172055,88871.0151733708,207004.71460578905,290456.16234
pw,Nigeria,AbeokutaNorth,142516.0729757249,141369.43639864033,97723.25612887206,204505.04740174385,316061.999224
pw,Nigeria,Dutsi,142474.67621180075,144411.82707200263,115844.17537814492,178248.08848127956,170516.481937
pw,Nigeria,Geidam,142235.21947436465,142191.71357953554,107311.42127701588,184258.43368492986,240017.478185
pw,Nigeria,EkitiWest,142142.14385807663,141339.27916929103,78815.2537719466,228146.98769265864,209835.47779
pw,Nigeria,Lapai,141970.78495299045,144534.00983121342,117405.63039087963,174502.8001841261,178660.722465
pw,Nigeria,Aninri,141936.54264621573,141921.63956875674,94407.65885408549,194385.42565384874,197656.24969
pw,Nigeria,Eti-Osa,141593.2407257214,138507.63576954824,111423.103443205,174062.49376896376,459687.890357
pw,Nigeria,Kurfi,141315.5366577585,144176.44843276675,120635.11111721135,167206.98161536024,161336.266158
pw,Nigeria,Kudan,141182.83686933768,143470.891826676,113951.49746722342,176710.3195580092,187657.113938
pw,Nigeria,Aboh-Mbaise,140817.96538598597,137065.06111598757,109173.78728752986,175786.40111151623,233465.602782
pw,Nigeria,Nafada,140506.62862014244,141977.31292774135,109303.16913964614,176836.1227494096,209344.128761
pw,Nigeria,Gujba,140470.1592117569,140664.0432736326,89405.06612862267,202448.61832703676,200754.193274
pw,Nigeria,Kirfi,140209.48058681228,139753.07476034624,120639.3769950536,161728.13319200266,214312.739675
pw,Nigeria,Mafa,140167.33642575075,137957.99466094104,65858.60503988105,250362.30635450938,202108.371606
pw,Nigeria,AfikpoSouth,140049.01358202146,136630.13021027722,83310.09978078547,206041.32531992564,214976.255206
pw,Nigeria,Zing,140018.04070237267,140019.36856838103,83443.91937589347,220208.11920013573,179041.869493
pw,Nigeria,Ose,139929.86374470027,138984.72342008734,104780.38982704455,183902.75105075492,210864.862285
pw,Nigeria,Danja,139483.026263329,141802.19790805975,109767.07807677877,175522.11200369569,185383.731024
pw,Nigeria,Kazaure,139455.7318751185,138742.37554589077,99715.97680643438,204649.9530660851,198617.382001
pw,Nigeria,Ohaozara,139401.32384392346,136087.52936654055,91713.85914102335,196371.42146353843,206541.950371
pw,Nigeria,IkaSouth,139004.382827865,137678.1162350505,102639.19603718056,178894.66115713093,239704.969297
pw,Nigeria,Matazu,138660.11109679713,140987.60224417574,106323.91474279681,171157.37957301014,159831.3246
pw,Nigeria,Oyi,138619.8627778554,136029.75675458225,86730.49997190956,211621.4662364696,309624.247011
pw,Nigeria,Uzo-Uwani,138593.7156723956,140258.03296037661,92673.62911840917,192876.96438828486,174861.2199
pw,Nigeria,Brass,138105.41616613726,136866.99918115078,102665.09967784466,177979.13558144495,223401.455737
pw,Nigeria,Nwangele,138033.69829864992,132102.37354262013,112239.25063117863,164798.52389784268,225967.839482
pw,Nigeria,SakiEast,137808.85453690434,136360.9982431881,82882.7157663622,201785.84762652646,206530.558257
pw,Nigeria,Ngaski,137780.3412004922,138648.06512142078,105410.43642383991,177812.1122819705,180405.20588
pw,Nigeria,OrumbaNorth,137503.57957871366,133787.7270611366,81207.09765597947,222461.67490036445,222526.69704600002
pw,Nigeria,Fakai,137157.44887727813,139864.96586754828,116181.88282689922,160638.3304964245,169535.526793
pw,Nigeria,AbaNorth,136728.4825451971,128925.0073001379,88944.38121603309,188515.14275807576,283532.831503
pw,Nigeria,Danmusa,136662.31702578688,138255.4821064035,111659.07999101374,162016.55127871368,160195.468329
pw,Nigeria,Kajuru,136585.95791124727,140113.85270737743,118576.49476601808,159865.1439912358,156464.03341
pw,Nigeria,Ido-Osi,136015.10694575985,135935.68217037804,88005.38528427182,196810.33669936287,244473.668383
pw,Nigeria,Ikere,135859.30549641929,133306.04376434235,61876.496488789555,238144.98302592,213647.821029
pw,Nigeria,IdeatoSouth,135671.57863611466,129497.15328121903,90087.99464281513,178183.66603601983,210213.821403
pw,Nigeria,Muya,135598.39762080862,139182.20189900498,120941.15716563215,152379.8498819459,155090.39642900001
pw,Nigeria,Gokana,135531.94094917917,131595.5366679183,59969.41412813169,202741.17884351817,302420.085779
pw,Nigeria,Agatu,135315.51106367024,135970.77181208684,106442.44965268363,168967.6965710673,166706.094961
pw,Nigeria,EkitiEast,135292.45983843057,132139.8229067308,61061.965244530824,217436.54037813412,211815.99965399998
pw,Nigeria,Bade,135076.23285836345,134587.5773172724,91989.98686283093,183985.59757113727,198826.071964
pw,Nigeria,OviaSouth-West,134847.3510084994,133565.05552616008,107135.1260605871,166092.32854259305,195304.235315
pw,Nigeria,AniochaSouth,134837.29944124023,135806.45291879648,91846.50799865226,178203.10248147754,214052.654823
pw,Nigeria,Gombi,134016.77937200345,134273.90525369122,96416.82847204033,181991.9577785687,209992.914542
pw,Nigeria,Toto,133999.11859494078,135876.09137466384,103602.65193022868,173698.86759298397,167570.577728
pw,Nigeria,EzzaSouth,133595.3510834773,133574.2644295686,115375.32733954079,152940.5221866482,181136.161782
pw,Nigeria,Okigwe,133384.8728784009,129547.76794622329,95079.97180575889,181378.50925255378,200575.203842
pw,Nigeria,LangtangNorth,133353.57486190298,133802.84525914516,101167.28558012655,169198.5906447125,202772.23774
pw,Nigeria,Akamkpa,133254.38381563564,131911.23793438502,102586.7428236815,168207.71262090025,209021.756295
pw,Nigeria,Kabba/Bunu,133214.6203778802,135328.04523355523,89812.44547228594,190939.30400708574,206702.459329
pw,Nigeria,Takum,133180.51313528445,138901.16265814967,108219.6879052779,158615.6508568546,186865.105177
pw,Nigeria,Kebbe,133166.6968152619,134149.59402634372,104242.39785406124,173311.5594565602,173190.53995
pw,Nigeria,Irepo,132979.3025032941,131951.27621185267,47668.4774032961,263623.4512224795,180782.37883400003
pw,Nigeria,Fika,132956.25754845556,132784.41283401937,104552.97913587907,169269.82985637838,198450.69298
pw,Nigeria,Auyo,132784.89364550269,132012.60086825697,102379.02148377232,168143.85702469014,183809.07127400002
pw,Nigeria,Doma,132579.90977849497,131455.50152660403,99366.06559276454,172308.55484730122,196836.933772
pw,Nigeria,Etinan,132544.72475587972,129656.58712210674,100356.60363742276,175635.95745296704,235112.795694
pw,Nigeria,Hawul,132231.99348926873,131443.5756027767,105548.83294481377,164969.18412370238,183297.812329
pw,Nigeria,Arochukwu,131985.57833783538,126023.4384862196,76797.74988027461,197427.24710089076,216291.682281
pw,Nigeria,Kogi,131917.7626137281,133365.82848463737,98546.23520125664,171178.46656741554,160822.261341
pw,Nigeria,Kunchi,131824.24378893446,133814.84318791216,118905.85090163068,146630.45505833637,166873.11301899998
pw,Nigeria,IsialaNgwaNorth,131745.78944581083,128193.10882316723,89148.6314673834,177203.7919983946,223526.21552599999
pw,Nigeria,Miga,131548.3066309781,131657.54754210648,110231.3982956618,159400.11576218109,182898.79551999999
pw,Nigeria,Nguru,131154.94441998965,130317.10425386233,98735.86354141058,172811.65332870214,231678.970405
pw,Nigeria,AfikpoNorth,130252.0994452331,129278.14410422693,62251.3120786538,221234.34106813604,238008.76698000001
pw,Nigeria,GarumMallam,130001.54282335045,131141.96679639106,90710.64255727887,172961.50254056478,187699.459302
pw,Nigeria,Kura,129603.98268732589,127649.16512538871,96819.35223118968,170029.98788219568,204712.678975
pw,Nigeria,Ipokia,129286.41828448373,123674.94650899249,98605.74179180339,157161.33490794952,220189.712518
pw,Nigeria,IbarapaEast,129276.60037831891,130074.36191999148,77006.42163677902,194301.45024051543,173579.167519
pw,Nigeria,Ikeduru,129146.74689692947,127051.06222945926,101832.90510392701,158162.3007630213,225497.324388
pw,Nigeria,Borsari,129000.18449635307,129547.9832695441,103476.88967526187,162361.6699009658,187154.278659
pw,Nigeria,Michika,128943.3651222613,128568.975466524,101663.92851050035,156793.912816102,180987.649026
pw,Nigeria,Ini,128206.93251464667,125042.31592303497,93628.43138505759,168636.74404027354,185690.425686
pw,Nigeria,GwerWest,128146.58909778936,129699.27123324962,83835.28722851405,183939.5832213184,170861.296026
pw,Nigeria,Kokona,128139.93393469998,128186.76210820994,97696.11276435675,162741.08136767475,159020.270084
pw,Nigeria,Girie,127886.61359259013,128367.8197590464,90545.61458904267,167264.68838828115,182965.932873
pw,Nigeria,Kaugama,127851.39033051665,128633.02256583625,102588.58887816663,158588.63348894764,186650.21501
pw,Nigeria,AwkaSouth,127741.9121716841,130452.12642902917,86605.91303680977,179298.2302690658,238169.95575800003
pw,Nigeria,Epe,127462.59817643912,123407.91883719752,95036.44079184106,165381.11342072187,268691.99447
pw,Nigeria,Abi,127170.16071605943,125181.87916653178,89288.06477565905,170120.38020123667,185842.526832
pw,Nigeria,Demsa,127114.97315971428,125471.63039299812,96372.33505935571,162600.24505099116,269398.585556
pw,Nigeria,Ejigbo,127038.29993756789,124576.32057013085,79214.90444167568,190476.14815925874,193164.466324
pw,Nigeria,Obokun,126794.40757018895,123720.04709708125,74644.10901439721,195351.38193613462,199479.571489
pw,Nigeria,Oji-River,126672.64826249874,123725.7539668664,85862.38236185024,172933.12318615074,179272.60621199998
pw,Nigeria,Isu,126432.28697596908,118428.68869320385,109102.56908944789,144121.98424928566,214967.292097
pw,Nigeria,NdokwaWest,125890.58882084712,124751.73074655159,91479.57865205908,169939.10864615932,214987.25621000002
pw,Nigeria,Jama'are,125881.37662655338,125703.42903548972,93216.23226574142,177860.06415890023,172219.042639
pw,Nigeria,Okrika,125787.1422836022,119362.73575587782,57727.32453738459,210527.9410987349,256099.271611
pw,Nigeria,ObotAkara,125488.06876232878,121359.11082420891,98463.74003326995,153440.92844036763,212203.309827
pw,Nigeria,Irele,125418.91980862065,122768.19342200489,78177.48253240385,195553.02724730992,203105.214916
pw,Nigeria,Ahiazu-Mbaise,125148.87248961619,120655.30688894681,97712.97591672657,150482.53339267313,246445.53273
pw,Nigeria,YewaSouth,125127.52160675504,122644.99386318658,90630.52241440935,165890.56727815967,233520.619381
pw,Nigeria,Warawa,124954.53840376351,123312.52046373373,95799.82817091308,156494.27587496844,197514.87247
pw,Nigeria,Kanke,124876.45352953795,125020.15839818989,101941.25920805358,151248.85292035423,177786.233832
pw,Nigeria,IdemiliSouth,124759.05611045116,122161.27517611253,87564.20906006375,159121.9427792249,254292.650883
pw,Nigeria,Boki,124737.49204423724,126446.77955935546,99509.01252774804,153568.426858827,244478.224878
pw,Nigeria,Jere,124571.6425982017,126100.30124671424,79555.60639974181,181146.93679559525,242512.91996799997
pw,Nigeria,Afijio,124503.0495352213,123128.99636971287,77284.06374980294,170886.9829447671,207796.603164
pw,Nigeria,Awe,124232.14167521281,125482.55536289146,100213.09088580306,153098.52112501915,155926.312879
pw,Nigeria,Eket,123837.58811192217,120112.55678093887,76502.62232554832,181612.82450115908,243035.179486
pw,Nigeria,IdeatoNorth,123605.9762749334,122805.22293032645,96294.82223374772,153435.46815422317,220147.886281
pw,Nigeria,IsokoNorth,123445.61543813565,120860.12255884489,88055.64554807014,168194.8012586917,203095.767885
pw,Nigeria,Oye,123120.4786050445,118519.72489044994,70266.61282649764,190205.74047682734,207789.206114
pw,Nigeria,Warji,123086.8981215508,122445.46238356404,92521.42075673406,173466.29527667633,163309.93100799999
pw,Nigeria,Konduga,123009.87918893628,118787.80558109214,80871.68982657915,180196.08862059878,349413.781194
pw,Nigeria,Augie,122752.47857167074,120716.97901042044,101250.50671824746,145363.4357823768,188991.559258
pw,Nigeria,Guri,122533.17314645414,121987.91939639574,92109.75234417105,163935.07811794392,171327.464137
pw,Nigeria,Illela,122096.92925231282,120128.1730463641,102277.98880615502,143863.93758767997,188564.302898
pw,Nigeria,SabonBirni,121747.1711581542,121148.3625699989,94379.45203590751,152655.19604425612,174179.155703
pw,Nigeria,SokotoNorth,121746.74075690162,114746.88825201108,83874.06069248932,154899.5463723675,340440.123442
pw,Nigeria,Kusada,121700.08311265925,124182.27704476641,108270.13656583356,134780.31868514192,146030.47733
pw,Nigeria,Yunusari,121467.26774779224,120911.31857518622,108235.50294494699,134360.0967547852,170565.296616
pw,Nigeria,Atisbo,121459.95225184293,121696.2661922982,78264.65890136607,175843.23894717297,154012.033258
pw,Nigeria,Pategi,120483.29716682034,122501.1231172998,86954.32158955433,153048.80825634248,157537.924189
pw,Nigeria,Sapele,120409.41014837351,120153.1592077689,76082.81336454187,169084.3680867388,280811.528957
pw,Nigeria,Irepodun/Ifelodun,120203.06218419666,114230.28450318536,75210.62311134652,167207.0085139462,221290.632171
pw,Nigeria,Mai'Adua,119548.810817064,122228.46241884098,95579.6236907071,149538.37641891974,179732.882229
pw,Nigeria,WarriNorth,119148.3227511824,116711.29934272019,76375.2369851661,180200.85335713418,174210.089602
pw,Nigeria,EnuguSouth,119066.19403948169,121514.91596449394,53196.47982257037,211887.52981666214,250960.161791
pw,Nigeria,Taura,118280.2186083117,117674.59758021578,94712.63135223296,144952.3289602281,173971.391274
pw,Nigeria,Yabo,118242.8791212148,117314.27282960888,87692.09730029038,160588.12229511252,180444.627696
pw,Nigeria,Uruan,118237.558887003,115171.14329790864,78729.41161056889,157575.8385791986,188460.882841
pw,Nigeria,Lagelu,118237.42419032264,113149.69593107072,47537.98173786627,211291.04151663676,256496.917336
pw,Nigeria,Njaba,117998.02993532925,116179.98804063733,96431.58099867229,139881.34090850464,223738.071163
pw,Nigeria,Oguta,117812.894051062,116742.92931204422,84190.0645351319,160270.4717290475,199560.785644
pw,Nigeria,Ikono,117787.62462402355,114608.42383858119,92075.3343340405,148927.54454482842,189294.367239
pw,Nigeria,IlorinEast,117720.84551613902,115370.9828810474,70677.48039279401,171334.94613675575,361764.127142
pw,Nigeria,IkotAbasi,117572.28127592982,115303.78990352344,82257.77917828131,150187.00203599368,200935.63909
pw,Nigeria,Shani,117489.42473646325,118420.25798531451,87979.57030623914,151074.46422565097,156143.91408299998
pw,Nigeria,Omala,117421.6529424899,117900.59173039728,75581.93813318136,171901.36462992942,146487.302462
pw,Nigeria,Idanre,117328.46744441974,115152.08218821052,82904.37995462451,155096.6051907003,187705.288692
pw,Nigeria,Bunza,117043.49528683578,117308.56704191303,82476.96090786136,155161.79348858946,176607.606486
pw,Nigeria,Marte,116814.85348663169,116855.07415160532,82079.0824431289,159723.4745097918,163543.23864
pw,Nigeria,RiminGado,116805.93593753791,117109.43795753989,103165.13142550366,132101.6196423493,160234.549302
pw,Nigeria,Ijumu,116701.28787157322,114495.92085820167,73459.72794047705,166387.60501877713,174835.77684900002
pw,Nigeria,OwerriNorth,115927.13343412138,115119.40590066867,84603.02981894178,150436.52818676076,262757.250228
pw,Nigeria,Tangaza,115904.20012141645,115175.94087837446,99136.55785713338,134362.9616748057,176165.838026
pw,Nigeria,Moro,115623.10142134485,117113.9818176368,85837.09272520755,150819.15059093072,154873.634418
pw,Nigeria,Dunukofia,115175.99194635318,113346.69434752865,74476.15435334317,158765.13648328173,166866.956875
pw,Nigeria,AkokoNorth-East,115116.86952651037,119836.44508747854,62936.4076871884,176734.46401615144,233628.744819
pw,Nigeria,Akuku-Toru,115001.1442389688,115308.73328414805,81199.18474249089,154374.14447235176,180913.965642
pw,Nigeria,Shinkafi,114895.43703163792,115244.54593636478,79919.57869230055,160426.41964961868,180597.731487
pw,Nigeria,Sardauna,114651.74664736859,116089.12304031732,100166.71672310954,131292.87499484041,148914.972704
pw,Nigeria,Yusufari,114268.53418946326,113356.19276964222,93683.20565216964,136956.18074139007,155093.97789500002
pw,Nigeria,Gulani,114051.91931839849,114268.27274842645,87372.27334383357,145285.13038777362,158173.5958
pw,Nigeria,NsitUbium,113682.60574803906,108703.86806233591,86937.63933527483,143553.15377780367,194332.861819
pw,Nigeria,Olorunda,113504.32791394199,113608.24489382251,54054.72042738555,183604.13216421483,226483.814599
pw,Nigeria,Wamako,112944.29592601907,104622.34839152718,83749.82705145345,145485.22638940116,318082.132498
pw,Nigeria,Onna,112831.50742606305,109102.71773334444,77068.593962497,159423.2885493296,183339.737865
pw,Nigeria,Nembe,112770.37417875516,109143.5642471999,58416.26255200165,193945.11078071874,178546.030565
pw,Nigeria,Bekwarra,112623.14418312703,114285.7655214073,84049.87031596669,150616.71901527382,140757.68835
pw,Nigeria,NdokwaEast,112199.41860453636,111957.19487697529,90313.68801668259,134476.22226664252,157318.837115
pw,Nigeria,LangtangSouth,112054.48649312345,112781.26679489613,79856.65659892227,150623.37478633874,145230.600416
pw,Nigeria,Ikwuano,111781.62638410914,108847.83412606295,85346.08662919799,141823.32364886426,178518.58818299999
pw,Nigeria,Binji,111781.57525493858,112283.31559985725,82091.11833199066,148654.4926961977,149859.040421
pw,Nigeria,Abak,111706.56712381469,106894.58190219926,80091.6066250065,154261.24752381016,225256.197669
pw,Nigeria,Orlu,111388.30823439943,107834.92846427095,86722.95982073783,134659.62394988534,225942.777625
pw,Nigeria,Akwanga,111198.66403584304,111807.19272158938,80992.0871490996,147164.10977211618,160401.327277
pw,Nigeria,Obanliku,111035.17813344844,110321.47012678084,86035.4209671035,141321.55033337293,157179.293092
pw,Nigeria,Uvwie,110953.59596405753,110960.63815562149,75062.07157076117,150644.63534562846,343847.060941
pw,Nigeria,AnambraEast,110830.33391767489,109195.0332142689,80640.67423391523,142143.7352806198,223286.518676
pw,Nigeria,Sakaba,110619.5147082109,112467.05232575165,94585.38534688443,127842.34256521583,131809.717833
pw,Nigeria,Tofa,110510.35820807656,111043.2345740503,93552.79698292694,129477.75146434718,149666.402154
pw,Nigeria,Ukanafun,110254.77600595397,106366.16940128616,91075.95711270887,134737.93417997245,199763.452661
pw,Nigeria,NnewiNorth,110070.47580198925,107967.47729432263,90977.32304372842,132039.2956176533,241081.780242
pw,Nigeria,Mobbar,109973.56018655162,110160.25009088362,98523.25782959785,124378.46094836069,173663.159916
pw,Nigeria,Boripe,109779.23920659423,107185.75964653346,38381.93884790414,197917.67728238352,162043.639743
pw,Nigeria,Ekwusigo,109662.21424978437,108863.46498998885,66328.35568707102,156687.4642408154,202478.76367400002
pw,Nigeria,Calabar,109634.79330422277,113696.23744569701,75774.7932565354,148559.6190411693,314329.956646
pw,Nigeria,Itu,109603.06477978248,104568.89967410546,70934.36520972158,153530.4165781071,210289.97619500002
pw,Nigeria,Irewole,109487.36272312935,106996.93788238314,56183.53698111357,174399.7282829983,208511.597127
pw,Nigeria,Mikang,109475.22742430697,110339.6866938829,83246.9018222543,141804.42655255873,134135.041276
pw,Nigeria,Obowo,109310.26222765737,108924.84517699762,90449.29072471801,129671.41393308766,183018.18693400003
pw,Nigeria,Yankwashi,108456.02520110205,107849.62985851696,80930.54877189876,150686.4425294754,156042.966899
pw,Nigeria,Ise/Orun,108265.8817782469,106568.79597799049,44288.17867788512,197325.33751512444,148577.615372
pw,Nigeria,IsialaNgwaSouth,108171.18577960046,105987.78587276135,92846.16721562909,124809.01742609606,190680.841782
pw,Nigeria,Ikwerre,108102.58296754274,106330.65805770307,79848.93935156194,138038.08213203124,245259.019308
pw,Nigeria,Lamurde,108062.6907859247,108294.01419352672,81376.32826597818,141560.2478134235,153366.272029
pw,Nigeria,Gurara,107907.35725679816,109017.67456018165,78776.94066562051,144653.77130916342,134150.923813
pw,Nigeria,Nganzai,107800.83063043006,109494.78997529559,83864.94103804215,139208.17773933578,170978.47244800001
pw,Nigeria,Gboyin,107762.21326739603,107506.73478811645,67819.2417568509,150614.0194814011,211534.08673
